,TeamBatting,TeamBowling,Venue,Prediction,Actual,Error
0,Rajasthan Royals,Gujarat Titans,Narendra Modi Stadiu,44.128101761086256,44,0.2911403661051279
1,Gujarat Titans,Rajasthan Royals,Narendra Modi Stadiu,40.513302837858745,31,30.688073670512082
2,Royal Challengers Bangalore,Lucknow Super Giants,"Eden Gardens, Kolkat",47.82219135255564,52,8.03424739893146
3,Lucknow Super Giants,Royal Challengers Bangalore,"Eden Gardens, Kolkat",43.71332924549446,62,29.49463024920249
4,Sunrisers Hyderabad,Punjab Kings,"Wankhede Stadium, Mu",44.784667082270744,43,4.150388563420335
5,Punjab Kings,Sunrisers Hyderabad,"Wankhede Stadium, Mu",50.408904638810725,62,18.69531509869238
6,Chennai Super Kings,Rajasthan Royals,"Brabourne Stadium, M",45.66440617494468,75,39.11412510007376
7,Rajasthan Royals,Chennai Super Kings,"Brabourne Stadium, M",49.587432434322515,52,4.63955301091824
8,Lucknow Super Giants,Kolkata Knight Riders,Dr DY Patil Sports A,44.95090544640475,44,2.1611487418289697
9,Kolkata Knight Riders,Lucknow Super Giants,Dr DY Patil Sports A,47.04300670233108,60,21.594988829448205
10,Delhi Capitals,Punjab Kings,Dr DY Patil Sports A,46.97940930006169,59,20.373882542268323
11,Punjab Kings,Delhi Capitals,Dr DY Patil Sports A,44.94176138846999,54,16.774515947277795
12,Chennai Super Kings,Gujarat Titans,"Wankhede Stadium, Mu",42.545020193418196,47,9.478680439535752
13,Gujarat Titans,Chennai Super Kings,"Wankhede Stadium, Mu",42.84524210000613,53,19.159920566026166
14,Punjab Kings,Royal Challengers Bangalore,"Brabourne Stadium, M",49.58449621624602,83,40.2596431129566
15,Royal Challengers Bangalore,Punjab Kings,"Brabourne Stadium, M",43.393818486262674,44,1.3776852584939225
16,Rajasthan Royals,Delhi Capitals,Dr DY Patil Sports A,45.82381829919231,43,6.567019300447235
17,Delhi Capitals,Rajasthan Royals,Dr DY Patil Sports A,50.63461308062746,38,33.24898179112489
18,Kolkata Knight Riders,Mumbai Indians,Dr DY Patil Sports A,44.617812621617375,64,30.284667778722852
19,Mumbai Indians,Kolkata Knight Riders,Dr DY Patil Sports A,44.14849308261186,37,19.32025157462664
20,Royal Challengers Bangalore,Sunrisers Hyderabad,"Wankhede Stadium, Mu",46.66196139558828,47,0.719231073216429
21,Sunrisers Hyderabad,Royal Challengers Bangalore,"Wankhede Stadium, Mu",48.49330478324829,39,24.34180713653408
22,Punjab Kings,Rajasthan Royals,"Wankhede Stadium, Mu",46.106059507058184,48,3.94570936029545
23,Rajasthan Royals,Punjab Kings,"Wankhede Stadium, Mu",44.84516443738901,67,33.066918750165655
24,Delhi Capitals,Sunrisers Hyderabad,"Brabourne Stadium, M",36.59364590211982,50,26.812708195760365
25,Sunrisers Hyderabad,Delhi Capitals,"Brabourne Stadium, M",42.940950398483466,35,22.68842970995276
26,Gujarat Titans,Punjab Kings,Dr DY Patil Sports A,45.192738303181606,42,7.6017578647181105
27,Punjab Kings,Gujarat Titans,Dr DY Patil Sports A,36.937989618798305,43,14.097698560934175
28,Chennai Super Kings,Sunrisers Hyderabad,Maharashtra Cricket ,44.9859996642498,40,12.464999160624508
29,Sunrisers Hyderabad,Chennai Super Kings,Maharashtra Cricket ,46.7126842553722,58,19.46088921487551
30,Rajasthan Royals,Mumbai Indians,Dr DY Patil Sports A,31.05100659548076,40,22.372483511298096
31,Mumbai Indians,Rajasthan Royals,Dr DY Patil Sports A,38.38343663175543,41,6.381861873767244
32,Lucknow Super Giants,Punjab Kings,Maharashtra Cricket ,47.685135358601556,39,22.269577842568093
33,Punjab Kings,Lucknow Super Giants,Maharashtra Cricket ,47.36778276562313,46,2.973440794832898
34,Sunrisers Hyderabad,Gujarat Titans,"Wankhede Stadium, Mu",48.098055799932304,53,9.248951320882446
35,Gujarat Titans,Sunrisers Hyderabad,"Wankhede Stadium, Mu",39.13308220786999,59,33.67274202055934
36,Punjab Kings,Chennai Super Kings,"Wankhede Stadium, Mu",42.585059062549774,37,15.094754223107499
37,Chennai Super Kings,Punjab Kings,"Wankhede Stadium, Mu",39.93737807976389,32,24.804306499262154
38,Royal Challengers Bangalore,Sunrisers Hyderabad,"Brabourne Stadium, M",44.965055394995666,31,45.0485657903086
39,Sunrisers Hyderabad,Royal Challengers Bangalore,"Brabourne Stadium, M",45.628937492188555,56,18.519754478234724
40,Rajasthan Royals,Delhi Capitals,"Wankhede Stadium, Mu",45.803312447792806,44,4.098437381347286
41,Delhi Capitals,Rajasthan Royals,"Wankhede Stadium, Mu",44.67401201272059,55,18.774523613235296
42,Punjab Kings,Delhi Capitals,"Brabourne Stadium, M",44.71397875208974,47,4.863874995553751
43,Delhi Capitals,Punjab Kings,"Brabourne Stadium, M",47.34484871541502,81,41.54956948714195
44,Rajasthan Royals,Kolkata Knight Riders,"Brabourne Stadium, M",45.30672767579882,60,24.48878720700197
45,Kolkata Knight Riders,Rajasthan Royals,"Brabourne Stadium, M",44.463257001756524,57,21.99428596183066
46,Punjab Kings,Sunrisers Hyderabad,Dr DY Patil Sports A,45.80095172912877,48,4.5813505643150645
47,Sunrisers Hyderabad,Punjab Kings,Dr DY Patil Sports A,44.48415934196576,39,14.061947030681429
48,Lucknow Super Giants,Mumbai Indians,"Brabourne Stadium, M",45.816496340015725,57,19.620181859621535
49,Mumbai Indians,Lucknow Super Giants,"Brabourne Stadium, M",51.537488412742924,57,9.58335366185452
50,Gujarat Titans,Rajasthan Royals,Dr DY Patil Sports A,40.730045177707076,42,3.0237019578402946
51,Rajasthan Royals,Gujarat Titans,Dr DY Patil Sports A,45.48650663090671,65,30.020759029374293
52,Chennai Super Kings,Royal Challengers Bangalore,Dr DY Patil Sports A,52.982240573177066,35,51.37783020907734
53,Royal Challengers Bangalore,Chennai Super Kings,Dr DY Patil Sports A,41.058742177333855,42,2.2410900539670124
54,Rajasthan Royals,Lucknow Super Giants,"Wankhede Stadium, Mu",47.52288188491257,44,8.006549738437663
55,Lucknow Super Giants,Rajasthan Royals,"Wankhede Stadium, Mu",52.69923937103612,31,69.99754635818104
56,Mumbai Indians,Royal Challengers Bangalore,Maharashtra Cricket ,44.69368406105521,49,8.788399875397534
57,Royal Challengers Bangalore,Mumbai Indians,Maharashtra Cricket ,43.63338398857621,30,45.444613295254044
58,Punjab Kings,Gujarat Titans,"Brabourne Stadium, M",47.82219135255564,43,11.214398494315446
59,Gujarat Titans,Punjab Kings,"Brabourne Stadium, M",51.83217309914916,53,2.2034469827374354
60,Mumbai Indians,Kolkata Knight Riders,Maharashtra Cricket ,47.836617287684085,35,36.676049393383096
61,Kolkata Knight Riders,Mumbai Indians,Maharashtra Cricket ,42.10945498992028,35,20.312728542629372
62,Lucknow Super Giants,Sunrisers Hyderabad,Dr DY Patil Sports A,44.09289375837048,32,37.790292994907745
63,Sunrisers Hyderabad,Lucknow Super Giants,Dr DY Patil Sports A,45.35517503399829,40,13.387937584995733
64,Gujarat Titans,Delhi Capitals,Maharashtra Cricket ,45.09425959277056,44,2.4869536199330966
65,Delhi Capitals,Gujarat Titans,Maharashtra Cricket ,44.965055394995666,43,4.569896267431782
66,Punjab Kings,Kolkata Knight Riders,"Wankhede Stadium, Mu",47.36960386500422,62,23.59741312096093
67,Kolkata Knight Riders,Punjab Kings,"Wankhede Stadium, Mu",45.95060358623021,51,9.90077728190155
68,Kolkata Knight Riders,Royal Challengers Bangalore,Dr DY Patil Sports A,43.00004050286248,44,2.2726352207670852
69,Royal Challengers Bangalore,Kolkata Knight Riders,Dr DY Patil Sports A,48.70535926436686,36,35.29266462324128
70,Lucknow Super Giants,Gujarat Titans,"Wankhede Stadium, Mu",46.990985289164826,32,46.84682902864008
71,Gujarat Titans,Lucknow Super Giants,"Wankhede Stadium, Mu",45.84167874305659,44,4.185633506946796
72,Mumbai Indians,Delhi Capitals,"Brabourne Stadium, M",47.69535341264075,53,10.008767145960851
73,Delhi Capitals,Mumbai Indians,"Brabourne Stadium, M",45.256211689073204,46,1.6169311107104254
74,Chennai Super Kings,Kolkata Knight Riders,Dubai International ,58.837457403570184,50,17.674914807140368
75,Kolkata Knight Riders,Chennai Super Kings,Dubai International ,44.20886385342035,55,19.620247539235734
76,Royal Challengers Bangalore,Kolkata Knight Riders,Sharjah Cricket Stad,40.00607352744514,53,24.516842401046908
77,Kolkata Knight Riders,Royal Challengers Bangalore,Sharjah Cricket Stad,42.69481191636939,48,11.052475174230441
78,Delhi Capitals,Royal Challengers Bangalore,Dubai International ,49.682681061269406,55,9.667852615873807
79,Royal Challengers Bangalore,Delhi Capitals,Dubai International ,43.5075739767066,29,50.02611716105725
80,Kolkata Knight Riders,Rajasthan Royals,Sharjah Cricket Stad,45.165667832341605,34,32.840199506887075
81,Rajasthan Royals,Kolkata Knight Riders,Sharjah Cricket Stad,42.57288910315634,17,150.42875943033144
82,Sunrisers Hyderabad,Royal Challengers Bangalore,Zayed Cricket Stadiu,52.60647676480591,50,5.2129535296118235
83,Royal Challengers Bangalore,Sunrisers Hyderabad,Zayed Cricket Stadiu,49.25996849862391,37,33.13504999628085
84,Chennai Super Kings,Delhi Capitals,Dubai International ,44.128101761086256,48,8.066454664403633
85,Delhi Capitals,Chennai Super Kings,Dubai International ,43.50610863438799,51,14.693904638454915
86,Sunrisers Hyderabad,Kolkata Knight Riders,Dubai International ,44.75520454815481,35,27.872012994728024
87,Kolkata Knight Riders,Sunrisers Hyderabad,Dubai International ,45.068713296209694,36,25.19087026724915
88,Chennai Super Kings,Rajasthan Royals,Zayed Cricket Stadiu,39.57917148934928,44,10.047337524206187
89,Rajasthan Royals,Chennai Super Kings,Zayed Cricket Stadiu,43.63338398857621,81,46.13162470546147
90,Sunrisers Hyderabad,Chennai Super Kings,Sharjah Cricket Stad,43.230026448044136,41,5.439088897668624
91,Chennai Super Kings,Sunrisers Hyderabad,Sharjah Cricket Stad,48.25030100615403,47,2.660214906710707
92,Punjab Kings,Mumbai Indians,Zayed Cricket Stadiu,47.56408601632228,38,25.16864741137442
93,Mumbai Indians,Punjab Kings,Zayed Cricket Stadiu,51.61048013498532,30,72.03493378328442
94,Rajasthan Royals,Sunrisers Hyderabad,Dubai International ,44.797927637542294,49,8.575657882566746
95,Sunrisers Hyderabad,Rajasthan Royals,Dubai International ,39.25966924732731,63,37.683064686782046
96,Royal Challengers Bangalore,Mumbai Indians,Dubai International ,51.12938597124077,48,6.519554106751609
97,Mumbai Indians,Royal Challengers Bangalore,Dubai International ,50.81960206906931,56,9.250710590947657
98,Punjab Kings,Sunrisers Hyderabad,Sharjah Cricket Stad,57.107845743516705,29,96.92360601212657
99,Sunrisers Hyderabad,Punjab Kings,Sharjah Cricket Stad,49.7592582020525,20,148.7962910102625
100,Mumbai Indians,Kolkata Knight Riders,Zayed Cricket Stadiu,42.159060567468785,56,24.71596327237717
101,Kolkata Knight Riders,Mumbai Indians,Zayed Cricket Stadiu,50.60260114814398,63,19.678410875961934
102,Rajasthan Royals,Punjab Kings,Dubai International ,43.15520419550697,57,24.289115446479002
103,Punjab Kings,Rajasthan Royals,Dubai International ,49.46466656433364,49,0.9482991108849805
104,Chennai Super Kings,Mumbai Indians,Dubai International ,49.96407023312462,24,108.1836259713526
105,Mumbai Indians,Chennai Super Kings,Dubai International ,42.45295329250378,41,3.5437885183018984
106,Rajasthan Royals,Sunrisers Hyderabad,Arun Jaitley Stadium,40.07831906892212,42,4.575430788280667
107,Sunrisers Hyderabad,Rajasthan Royals,Arun Jaitley Stadium,51.279695073785305,57,10.03562267756964
108,Punjab Kings,Royal Challengers Bangalore,Narendra Modi Stadiu,42.53599758748673,49,13.19184165819034
109,Royal Challengers Bangalore,Punjab Kings,Narendra Modi Stadiu,44.06402154657014,36,22.40005985158372
110,Rajasthan Royals,Mumbai Indians,Arun Jaitley Stadium,37.38188650500916,47,20.46407126593795
111,Mumbai Indians,Rajasthan Royals,Arun Jaitley Stadium,48.78826486675639,49,0.4321125168236883
112,Royal Challengers Bangalore,Delhi Capitals,Narendra Modi Stadiu,37.60751107146261,36,4.465308531840585
113,Delhi Capitals,Royal Challengers Bangalore,Narendra Modi Stadiu,46.450821556344515,43,8.025166410103521
114,Delhi Capitals,Sunrisers Hyderabad,MA Chidambaram Stadi,45.23643099857771,51,11.301115689063314
115,Sunrisers Hyderabad,Delhi Capitals,MA Chidambaram Stadi,44.63103982413069,56,20.301714599766626
116,Kolkata Knight Riders,Rajasthan Royals,"Wankhede Stadium, Mu",43.95874644115979,25,75.83498576463916
117,Rajasthan Royals,Kolkata Knight Riders,"Wankhede Stadium, Mu",44.37888623368636,50,11.242227532627282
118,Rajasthan Royals,Royal Challengers Bangalore,"Wankhede Stadium, Mu",42.6830138810561,32,33.38441837830031
119,Royal Challengers Bangalore,Rajasthan Royals,"Wankhede Stadium, Mu",44.463257001756524,59,24.63854745464996
120,Punjab Kings,Sunrisers Hyderabad,MA Chidambaram Stadi,52.81770175153923,32,65.05531797356011
121,Sunrisers Hyderabad,Punjab Kings,MA Chidambaram Stadi,42.51552639939563,50,14.968947201208735
122,Chennai Super Kings,Rajasthan Royals,"Wankhede Stadium, Mu",37.863332046164516,46,17.68840859529453
123,Rajasthan Royals,Chennai Super Kings,"Wankhede Stadium, Mu",45.71714215664281,45,1.5936492369840178
124,Royal Challengers Bangalore,Kolkata Knight Riders,MA Chidambaram Stadi,45.11552832446114,45,0.2567296099136406
125,Kolkata Knight Riders,Royal Challengers Bangalore,MA Chidambaram Stadi,47.148107693856105,57,17.28402158972613
126,Punjab Kings,Chennai Super Kings,"Wankhede Stadium, Mu",39.38313065703362,26,51.4735794501293
127,Chennai Super Kings,Punjab Kings,"Wankhede Stadium, Mu",42.77698080681205,32,33.67806502128765
128,Royal Challengers Bangalore,Sunrisers Hyderabad,MA Chidambaram Stadi,37.53345416500122,47,20.141586882976135
129,Sunrisers Hyderabad,Royal Challengers Bangalore,MA Chidambaram Stadi,44.16923241820602,50,11.661535163587956
130,Punjab Kings,Rajasthan Royals,"Wankhede Stadium, Mu",49.01687399428344,46,6.558421726703139
131,Rajasthan Royals,Punjab Kings,"Wankhede Stadium, Mu",46.094421163047784,59,21.87386243551223
132,Chennai Super Kings,Delhi Capitals,"Wankhede Stadium, Mu",48.55543192436774,33,47.13767249808406
133,Delhi Capitals,Chennai Super Kings,"Wankhede Stadium, Mu",50.39770345880219,65,22.465071601842784
134,Delhi Capitals,Mumbai Indians,Dubai International ,46.82917525815195,41,14.217500629638899
135,Mumbai Indians,Delhi Capitals,Dubai International ,53.19405651627716,61,12.796628661840725
136,Royal Challengers Bangalore,Sunrisers Hyderabad,Sheikh Zayed Stadium,45.206191335621696,32,41.269347923817804
137,Sunrisers Hyderabad,Royal Challengers Bangalore,Sheikh Zayed Stadium,46.935367171802156,48,2.2179850587455086
138,Mumbai Indians,Sunrisers Hyderabad,Sharjah Cricket Stad,43.31003483919247,48,9.770760751682356
139,Sunrisers Hyderabad,Mumbai Indians,Sharjah Cricket Stad,47.24194328339307,56,15.639386993940946
140,Kolkata Knight Riders,Rajasthan Royals,Dubai International ,44.656947954025,55,18.8055491745
141,Rajasthan Royals,Kolkata Knight Riders,Dubai International ,37.863332046164516,41,7.650409643501181
142,Delhi Capitals,Mumbai Indians,Dubai International ,43.39309699717322,22,97.24134998715098
143,Mumbai Indians,Delhi Capitals,Dubai International ,47.67222678817296,38,25.45322838992885
144,Kings XI Punjab,Rajasthan Royals,Sheikh Zayed Stadium,40.59496130210504,53,23.40573339225464
145,Rajasthan Royals,Kings XI Punjab,Sheikh Zayed Stadium,41.58408288027556,66,36.993813817764305
146,Royal Challengers Bangalore,Mumbai Indians,Sheikh Zayed Stadium,52.634924009701756,54,2.527918500552304
147,Mumbai Indians,Royal Challengers Bangalore,Sheikh Zayed Stadium,57.06478280252527,45,26.81062845005616
148,Kolkata Knight Riders,Kings XI Punjab,Sharjah Cricket Stad,52.90916421830186,54,2.0200662624039616
149,Kings XI Punjab,Kolkata Knight Riders,Sharjah Cricket Stad,48.72242014382452,36,35.34005595506812
150,Royal Challengers Bangalore,Chennai Super Kings,Dubai International ,40.248490889192894,46,12.503280675667622
151,Chennai Super Kings,Royal Challengers Bangalore,Dubai International ,43.73429976692829,48,8.886875485566065
152,Kolkata Knight Riders,Delhi Capitals,Sheikh Zayed Stadium,43.09184703838592,36,19.69957510662756
153,Delhi Capitals,Kolkata Knight Riders,Sheikh Zayed Stadium,38.69891362849697,36,7.4969823013804655
154,Rajasthan Royals,Sunrisers Hyderabad,Dubai International ,31.4471957341274,47,33.09107290611191
155,Sunrisers Hyderabad,Rajasthan Royals,Dubai International ,51.64435576145854,58,10.958007307830101
156,Delhi Capitals,Kings XI Punjab,Dubai International ,45.648546057342905,53,13.870667816334143
157,Kings XI Punjab,Delhi Capitals,Dubai International ,46.891420458395075,57,17.7343500729911
158,Kolkata Knight Riders,Sunrisers Hyderabad,Sheikh Zayed Stadium,45.90968070148993,48,4.354831871895973
159,Sunrisers Hyderabad,Kolkata Knight Riders,Sheikh Zayed Stadium,42.70161441041353,58,26.376526878597367
160,Rajasthan Royals,Royal Challengers Bangalore,Dubai International ,40.9321645754375,52,21.284298893389426
161,Royal Challengers Bangalore,Rajasthan Royals,Dubai International ,44.27428250788971,47,5.7993989193835995
162,Kolkata Knight Riders,Mumbai Indians,Sheikh Zayed Stadium,45.60858383534163,33,38.207829804065554
163,Mumbai Indians,Kolkata Knight Riders,Sheikh Zayed Stadium,45.49446142238769,51,10.79517368159277
164,Delhi Capitals,Rajasthan Royals,Dubai International ,42.3646952891752,47,9.862350448563399
165,Rajasthan Royals,Delhi Capitals,Dubai International ,41.60131791781855,50,16.797364164362904
166,Royal Challengers Bangalore,Kolkata Knight Riders,Sharjah Cricket Stad,43.36992376293514,47,7.723566461840134
167,Kolkata Knight Riders,Royal Challengers Bangalore,Sharjah Cricket Stad,57.94767115243487,43,34.76202593589505
168,Delhi Capitals,Mumbai Indians,Sheikh Zayed Stadium,47.85010726785676,46,4.021972321427731
169,Mumbai Indians,Delhi Capitals,Sheikh Zayed Stadium,42.62815551481627,44,3.117828375417566
